restaurant_name,address,zip_code
Taco Bell,4811 Braker Lane West,78759
Sunrise Gyros,8106 S Racine Ave,60620
Culver's,1199 Buck Creek Rd,40067
Culver's,13691 Olio Rd,46037
Popeyes Louisiana Kitchen,8669 Philadelphia Rd,21237
SUBWAY®,351 E Silverado Ranch Blvd Ste 100,89183
Taco Bell,1683 Revere Beach Pkwy,02149
Taco Bell,16901 Hawthorne Blvd,90260
Taco Bell,2850 NW 23rd Street,73107
Taco Bell,2840 Sepulveda Blvd,90505
Taco Bell,2849 Ygnacio Valley Rd,94598
Taco Bell,2902 N Main,81301
Arby's,5480 Peachtree Pkwy,30092
Arby's,2921 Decker Drive,54868
Arby's,1501 N Central Ave,54449
Arby's,4002 E Washington Ave,53704
Arby's,3987 Algoma Rd,54229
Arby's,1492 Appleton Rd,54952
Arby's,115 W Oklahoma Ave,53207
Arby's,4954 Boulder Hwy,89121
Subway,16 S Sandusky St,43015
Hardee's,422 N Highway 52,29461
Hardee's,1910 S Lake Dr,29073
Hardee's,829 S 5th St,29550
Whataburger,501 E Highway 67,75137
Subway,310 El Dorado Dr,55352
McDonald's,8270 Windfall Ln,46113
McDonald's,320 Cross County Plz,47006
McDonald's,701 W Locust St,47601
McDonald's,3302 16th St,47421
Taco Bell,2421 Patterson Rd,95367
Taco Bell,245 High Street,04605
Taco Bell,2445 Columbia Blvd,17815
Taco Bell,2469 E Little Creek Rd,23518
Taco Bell,2474 S Orange Ave,32806
Taco Bell,24712 W Pico Canyon Rd,91321
Taco Bell,2491 S State Route 291,64057
Taco Bell,2485 Queensgate Dr,99352
Taco Bell,4016 Central Ave,71913
Taco Bell,14827 Hwy 99,98037
Taco Bell,1485 N Montebello Blvd,90640
Taco Bell,149 Cochituate Rd,01701
Taco Bell,1500 S Main St,95490
Taco Bell,1501 W 6th St,97058
Taco Bell,2500 E Pacific Coast Hwy,90804
Taco Bell,2513 W Beebe Capps Expy,72143
Taco Bell,1365 S Park Victoria,95035
Taco Bell,1370 Blossom Hill Road,95118
Taco Bell,13770 N Highway 183,78750
Taco Bell,6030 Johnson Dr,94588
Taco Bell,604 W Moore St,75160
Taco Bell,609 College St,40330
Taco Bell,985 Lawson Way,97071
Taco Bell,3370 Washburn Way,97603
Taco Bell,3408 23rd Street,68601
Taco Bell,3420 Portland Road,97132
Taco Bell,3431 Highway 153,29673
Taco Bell,3440 So Kings Highway,63139
Taco Bell,3455 Commercial St SE,97302
Taco Bell,559 James Madison Hwy,22701
Taco Bell,5641 S 1900 W,84067
Taco Bell,565 Lancaster Dr SE,97301
Taco Bell,5713 Fourth Street,79416
Taco Bell,575 S Sandusky Ave,44820
Taco Bell,578 Richie Hwy,21146
Taco Bell,4505 W Doolin Avenue,74631
Taco Bell,4506 Capital Blvd,27604
Taco Bell,451 Nathan Dean Blvd,30132
Chick-Fil-A,12600 W Sunrise Blvd,33323
Jack in the Box,1001 South Fwy,76104
Zankou Chicken,5658 Sepulveda Blvd,91411
Zankou Chicken,1001 N San Fernando Blvd,91502
Taco Bell,1793A Southcreek One,23139
Taco Bell,1783 Eatonton Rd,30650
Taco Bell,17900 Bellflower Blvd,90706
Taco Bell,1799 3rd Street SW,33880
Taco Bell,180 NE Garden Valley Blvd,97470
Rascal's Teriyaki Grill,1540 W Artesia Blvd,90248
Pizza Hut,508 1st Ave,61241
Pizza Hut,2625 Chatham Rd,62704
Chick-fil-A,3217 Pineville Matthews Rd,28226
Ay Jalisco,1909 20th St,32960
Chick-fil-A,201 S Estes Dr,27514
Chick-fil-A,3015 South Blvd,28209
Chick-fil-A,2082 Blowing Rock Rd,28607
Chick-fil-A,1001 Barnes Crossing Rd,38804
Pei Wei,12927 N Dale Mabry Hwy,33618
Great Wraps,10300 Little Patuxent Pkwy,21044
Subway,5512 New Cut Rd,40214
Domino's Pizza,225 Quincy Ave,02169
Domino's Pizza,61 Hancock St,02171
Domino's Pizza,40 Industry Rd,02648
Domino's Pizza,235 Chauncy St,02048
Domino's Pizza,209 E Central St,02038
Domino's Pizza,1085 N Montello St,02301
Penn Station East Coast Subs,1500 E Main St,47374
Penn Station East Coast Subs,9871 E 116th St,46037
Penn Station East Coast Subs,1004 N Shadeland Ave,46219
Chick-fil-A,2001 E Dixon Blvd,28152
Chick-fil-A,4325 Glenwood Ave,27612
Chick-fil-A,348 Four Seasons Town Ctr,27407
Chick-fil-A,619 N Berkeley Blvd,27534
Chick-fil-A,3350 E Franklin Blvd,28056
Chick-fil-A,3429 Hillsborough Rd,27705
Chick-fil-A,6910 Fayetteville Rd,27713
Chick-fil-A,1480 Concord Pkwy N,28025
Chick-fil-A,1544 Concord Pkwy N,28025
Jack in the Box,315 S Brea Blvd,92821
Pizza Hut,801 E Broadway St,59802
Pizza Hut,545 Shoshoni St,82443
Pizza Hut,215 N Federal Blvd,82501
Pizza Hut,3267 N Montana Ave,59602
Pizza Hut,1319 W Park St,59047
Pizza Hut,909 Alden Dr,68305
Pizza Hut,2902 S 24th St,68108
Pizza Hut,7519 Pacific St,68114
Pizza Hut,277 Lake St,69337
Pizza Hut,11832 Standing Stone Dr,68028
Dairy Queen,3251 Route 35 N,08735
Dairy Queen,719 Flack Ave,69301
Burger King,104 Zane St,26003
Burger King,514 Division St,26101
Burger King,2902 Pike St,26101
Burger King,2 Lawless Rd,26501
Domino's Pizza,700 E Chester Pike,19078
Domino's Pizza,142 W Germantown Pike,19401
Burger King,950 W Alameda Ave,80223
Arby's,4955 Centre Point Dr,29418
Arby's,1190 Johnnie Dodds Blvd,29464
Arby's,207 N Main St,29662
Arby's,11 Verdae Rd,29607
Arby's,1317 W Wade Hampton Blvd,29650
McDonald's,4 W Main St,29697
McDonald's,2425 Sunset Blvd,29169
Long John Silver's,167 New Britain Ave,06062
McDonald's,1252 Garth Brooks Blvd,73099
McDonald's,2901 S May Ave,73108
McDonald's,11000 N Rockwell Ave,73162
McDonald's,201 S Council Rd,73128
McDonald's,400 S Morgan Rd,73128
McDonald's,401 S Macarthur Blvd,73128
McDonald's,8112 S Mingo Rd,74133
McDonald's,8952 S Memorial Dr,74133
McDonald's,1406 E 71st St,74136
McDonald's,2091 E 81st St,74137
BURGERFI,801 Main Street,29582
Arby's,26530 Dixie Hwy,43551
Arby's,2415 E State St,16148
Arby's,2501 E State Rd 44,46176
Arby's,2219 Mentor Avenue,44077
Arby's,2080 North State Road 3,47265
Domino's Pizza,1758 Pitkin Ave,11212
Taco Bell,220 Harrison Ave,07032
Taco Bell,220 Spring Street,29403
Taco Bell,2225 Dublin Granville Rd,43229
Taco Bell,2201 Artesia Blvd,90278
Taco Bell,2203 E Hubbard St,76067
Taco Bell,2212 S 1300 E,84106
Taco Bell,230 Western Ave,04330
Taco Bell,224 Three Springs Drive,26062
Jack in the Box,2130 N Post Rd,46219
Jack in the Box,5613 W 38th St,46254
Taco Bell,2110 Goliad Rd,78223
Taco Bell,2121 University Dr S,58103
Taco Bell,2130 Cedar Creek Road,28312
Taco Bell,2140 W International Speedway Blvd,32114
Taco Bell,2140 E State Route 89A,86326
Taco Bell,2160 Baseline Rd,85204
Taco Bell,2151 Foothill Blvd,91011
Taco Bell,2163 US Highway 441 S,31021
Arby's,605 Sonora Rd,43701
Taco Bell,13500 Rogers Drive,55374
Wendy's,50 Roberts Rd,45177
Wendy's,2065 US Highway 23 N,43015
Rallys,946 N 21st St,43055
McDonald's,2091 US Highway 23 N,43015
Taco Bell,6447 Royalton Rd,44133
Subway,6585 Ridge Rd,44129
McDonald's,2881 Milwaukee Rd,53511
McDonald's,1810 W Washington St,53095
SONIC Drive In,1592 N Parkway,38301
Long John Silvers,1800 Daisy Street Ext,16830
Zaxby's Chicken Fingers & Buffalo Wings,1325 Highway 85 N,30214
KFC,2304 Maple Ave,27215
Gyros Express,1814 Chicago Rd,60411
Taco Bell,16616 W 159th St,60441
Fazoli's,130 Winslow St,40508
Panda Express,2120 E Florence Ave,90255
SONIC Drive In,3270 N Pontiac Trl,48390
McDonald's,4230 Trindle Rd,17011
Wendy's,31 Heather Ln,21903
Wendy's,30 Chestnut Hill Plz,19713
SONIC Drive In,113 Highland Xing,30540
McDonald's,1493 W Church St,30143
KFC,1164 Jericho Tpke,11725
McDonald's,560 Cord Route 111,11949
KFC,594 Middle Country Rd,11780
KFC,533 Medford Ave,11772
Super Wings,185 Central St,01453
Boston Market,152 Whalon St,01420
Papa Gino's,417 Main St,02176
Roche Bros.,20 Broad St,02324
Mcdonald's,124B Indian Rock Rd,03087
Taco Bell,300 Main St,03060
Chick-fil-A,377 Amherst St,03063
Dairy Queen,416 N Main St,46540
McDonald's,10280 Red Arrow Hwy,49106
Chick-fil-A,9418 Mission Gorge Rd,92071
McDonalds,1550 Main St,92065
McDonald's,1261 W Ohio Pike,45102
McDonald's,9145 Chamberlayne Rd,23116
SONIC Drive In,4451 Eastgate Blvd,45245
Dairy Queen,2364 Kings Center Ct,45040
Pizza Hut,613 Highway 53 East Se,30701
McDonald's,749 Highway 53 East SE,30701
Wendy's,1645 Highway 29 S,30263
KFC,1501 Edwin Miller Blvd,25404
Subway,4386 S Laburnum Ave,23231
McDonald's,31853 Temecula Pkwy,92592
Taco Bell,801 W Davis St,98922
Bob Evans Restaurant,1024 Beards Hill Rd,21001
Sonic Drive-In,1111 E US Highway 85,85326
McDonald's,5325 Kyle Center Dr,78640
McDonald's,748 Casino Trl,28789
Rally's,1109 E US Highway 223,49221
Steak 'n Shake,1536 Parkway,37862
Jimmy John's,3941 Fountain Square Pl,60085
Jimmy John's,614 W Liberty St,60084
Jimmy John's,684 S Lake St,60060
McDonald's,1939 N Lewis Ave,60087
Burger King,7510 S Kennedy Dr,60110
McDonald's,133 Bridgeton Pike,08062
KFC,29 E Broad St,08302
McDonald's,101 S DuPont Hwy,19720
McDonald's,800 Linmar Ln,53094
SONIC Drive In,6031 State Route 30,15601
McDonald's,625 S Church St,53094
Wendy's,5231 State Route 30,15601
Wendy's,2590 W State St,16101
Taco Bell,313 Stanley K Tanger Blvd,30248
7-Eleven,1700 Pulaski Hwy,19701
Wendy's,74 Centerton Rd,08054
Pizza Pro,7313 Lancaster Pike,19707
McDonald's,2610 Easton Ave,18017
TheMINT Gastropub,1223 W Broad St,18018
Wendy's,7142 Hamilton Blvd,18087
Dairy Queen,701 S 25th St,18045
Domino's Pizza,4233 Edgmont Ave,19015
Taco Bell,1501 Governors Pl,19701
7-Eleven,284 Christiana Rd,19720
McDonald's,2507 Concord Pike,19803
SONIC Drive In,40124 10th St W,93551
McDonald's,2427 E Avenue S,93550
Chick-fil-A,11428 Panama City Beach Pkwy,32407
Fazoli's,256 N Pioneer Rd,54935
McDonald's,300 Moasis Dr,54140
Wendy's,5350 Blue Mound Rd,76106
SONIC Drive In,1704 Avenue H,77471
Wendy's,3001 N Wayne St,46703
KFC,16800 US Highway 441,32757
Arby's,9865 Jefferson Davis Hwy,22407
Wendy's,9910 Southpoint Pkwy,22407
In-N-Out Burger,39697 Avenida Acacias,92563
McDonald's,170 Hoosick St,12180
KFC,723 W Arrow Hwy,91773
McDonald's,1090 York Rd,17325
SONIC Drive In,290 Wilson Avenue,17331
McDonald's,991 Carlisle St,17331
Panera Bread,20437 State Road 7,33498
Chronic Tacos,504 Meadowmont Village Cir,27517
Boston Market,1500 South Federal Hwy,33316
Boston Market,2309 N Federal Hwy,33305
Boston Market,80 Intracoastal Pointe Dr,33477
Pizza Hut,1418 S Washington St,58201
Domino's Pizza,2705 S Washington St,58201
Subway,409 E Main St,49408
Pizza Hut,880 Lagrange St,49090
California Tortilla,7727 Tuckerman Ln,20854
California Tortilla,300 W Pratt St,21201
Golden Chick,2253 S Buckner Blvd,75227
Taco Bell,821 Capital Ave SW,49015
Wendy's,312 Boston Rd,01862
Wendy's,303 Montvale Ave,01801
Wendy's,115 Powder Mill Rd,01754
Wendy's,560 SW Cutoff,01607
Dairy Queen,1221 Honoapiilani Hwy,96761
Panera Bread,4000 Chapel View Boulevard,02920
Panera Bread,2515 White Bear Avenue North,55109
Panera Bread,1775 Radio Drive,55125
Thai Delight,20916 Homestead Rd,95014
Baja Fresh Mexican Grill,2240 Mendocino Ave,95403
Panera Bread,20807 Stevens Creek Boulevard,95014
Jimmy John's,4141 University Way NE,98105
Waffle House,794 Nissan Dr,37167
Subway,2000 35th Ave,80634
Subway,2008 S University Blvd,80210
Subway,1325 SE Tacoma St,97202
Sam's Gyros,463 Parkway,37738
Domino's Pizza,2129 E 9400 S,84093
Domino's Pizza,721 E 2100 S,84106
Pizza Hut,2641 W 7800 S,84088
Boston Market,4335 W Lake Mary Blvd,32746
Domino's Pizza,1235 S Euclid St,92802
McDonald's,227 Marschall Rd,55379
McDonald's,8101 Old Carriage Ct,55379
McDonald's,313 1st Ave S,56081
McDonald's,1505 2nd St SW,55902
McDonald's,2770 N Service Dr,55066
McDonald's,701 Northland Dr,55371
McDonald's,1271 E Bridge St,56283
McDonald's,220 8th St S,56560
Bristol 45 Diner,8321 200th Ave,53104
McDonald's,850 S Main St,06410
McDonalds,766 E Pinconning Rd,48650
McDonalds,2940 Cook Rd,48661
KFC,6362 3 Mile Rd,48706
McDonald's,913 Wyoming Ave,18644
Boston Market,189 Boston Post Rd W,01752
SUBWAY,2639 E Gulf To Lake Hwy,34453
Pizza Hut,754 Indian Boundary Rd.,46304
McDonald's,13500 Hg Trueman Road,20688
McDonald's,141 Main St,16701
El Pollo Loco,81901 Highway 111,92201
Subway,122 N Market St,15658
Five Guys,4220 Route 9 S,07731
Hardee's,358 E Dupont Hwy Unit 10,19966
McDonald's,38667 Sussex Hwy,19940
Dairy Queen,33 Highway 441 N,30525
Wendy's,38 Rickman St,30525
McDonald's,N2545 Plaza Rd,54982
Taco Bell,1297 W Lane Rd,61115
Captain D's,6167 Highway 278 NW,30014
SUBWAY,8761 US Highway 42,41091
McDonald's,171 W Old Crossroad,22844
Sheetz,490 Central Ave,15902
Dairy Queen,3399 State Highway 365,30510
Burger King,910 Claremont Ave,44805
Culver's,101 N Century Dr,54982
Wendy's,1082 Level Grove Rd,30531
McDonald's,603 Route 739,18428
KFC,198 S Mulberry St,43138
Frankies,700 Watertown Ave,06708
Subway,237 Boston Post Rd W,01752
Wendy's,201 Sterling Run Blvd,45154
Taco Bell,5131 W Western Ave,46619
McDonald's,7909 Dream St,41042
Togi's Sub Station,402 E Main St,16701
Citizen Burger Bar,212 E Main St,22902
Arby's,1230 Emmet St N,22903
McDonald's,941 Emmet St N,22903
Wendy's,1260 W Foothill Blvd,92376
Wendy's,2506 World Gateway Pl,48242
McDonald's,4110 SW 38th Ct,34474
Panera Bread,1410 N Eisenhower Dr,25801
Tropical Smoothie Cafe,6350 W Charleston Blvd,89146
Bojangles' Famous Chicken 'n Biscuits,5625 Lawrenceville Hwy,30047
Bojangles' Famous Chicken 'n Biscuits,9101 Kingston Pike,37923
Bojangles' Famous Chicken 'n Biscuits,2 Kaylans Way,29673
Bojangles' Famous Chicken 'n Biscuits,1253 Cleveland Hwy,30721
Bojangles' Famous Chicken 'n Biscuits,1046 Charlotte Hwy,28166
Bojangles' Famous Chicken 'n Biscuits,1064 Blowing Rock,28607
Bojangles' Famous Chicken 'n Biscuits,1301 S Cannon Blvd,28081
Bojangles' Famous Chicken 'n Biscuits,1204 Wade Hampton,29651
Bojangles' Famous Chicken 'n Biscuits,1235 Jesse Jewell Pkwy,30501
McDonald's,2004 Sibley Blvd,60409
White Castle,1879 Indianapolis Blvd,46394
KFC,4023 Powder Springs Rd SW,30127
White Castle,1400 W 79th St,60620
Penn Station East Coast Subs,4317 Charlestown Rd,47150
KFC,10428 S Cicero Ave,60453
McDonald's,542 Highway 44,40165
KFC,1148 W Manchester Ave,90044
Arby's,1247 N Glenwood Ave,30721
KFC,20220 W Catawba Ave,28031
Wendy's,9598 Ridgetop Blvd NW,98383
Jimmy John's,102 1st Ave S,98104
Hardees,875 Gold Hill Rd,29708
SONIC Drive In,1560 E Alexander Love Hwy,29745
McDonald's,903 US Hwy 80,31322
KFC,1205 US Highway 80 E,31322
McDonald's,100 Imperial Hwy,40356
Penn Station East Coast Subs,112 Blueberry Ln,40356
KFC,8803 US Highway 301 N,34219
Subway,6400 Hembree Ln,95492
Papa Joe's Pizza,1121 Lincoln Ave,94558
In-N-Out Burger,10900 Alondra Blvd,90703
McDonald's,260 N Pottstown Pike,19341
Fosters Freeze,1487 Freedom Blvd,95076
Jack in the Box,43628 10th St W,93534
KFC,5697 Calle Real,93117
Burger King,918 S US Highway 27,48879
Wendy's,1400 S US Highway 27,48879
Carl's Jr.,5006 W Avenue N,93551
Wendy's,10585 N Michigan Rd,46032
Waffle House,932 Buford Dr,30043
McDonald's,3825 Atlanta Hwy,30606
KFC,3880 Hempstead Tpke,11756
Taco Bell,17000 Condit Rd,95037
McDonald's,40580 Albrae St,94538
McDonald's,1249 Great Mall Dr,95035
Subway,1141 Lincoln Ave,95125
Hardee's,914 S State Route 291,64068
SONIC Drive In,11320 E 23rd St S,64052
HiBoy Drive-in,16721 E Gudgell Rd,64055
McDonalds,939 W Dillon Rd,80027
Mcdonald's,399 N US Highway 287,80026
Dunkin' Donuts,130 Lexington St,02452
Carl's Jr.,435 W 13th Ave,92025
El Ranchito Taco Shop,13654 Poway Rd,92064
McDonald's,12510 Poway Rd,92064
Chick-fil-A,8221 Marbach Rd,78227
Bush's Chicken,13603 Nacogdoches Rd,78217
Subway,3886 4th Ave,92103
Burger King,3009 Blanco Rd,78212
KFC,4698 Border Village Rd,92173
KFC,2907 Thousand Oaks Dr,78247
Jack in the Box,1636 Euclid Ave,92105
KFC,1641 Grand Ave,92109
SUBWAY,3422 Jerome Ave,10467
McDonald's,5320 Norwood Ave,32208
Wendy's,1830 US Highway 1 S,32084
Burger King,119 E Crossroads Blvd,84045
McDonald's,13628 S 200 W,84020
Taco Bell,1287 E Draper Pkwy,84020
Chick-fil-A,357 E 12300 S,84020
Hilton Boston Logan Airport,1 Hotel Dr,02128
Chipotle Mexican Grill,92 Derby St,02043
Wendy's,605 E Malloy Bridge Rd,75159
Taco Bell,11301 Westmark Dr,73099
SONIC Drive In,5901 W Reno Ave,73127
Arby's,6009 W. Reno Ave,73127
SONIC Drive In,2850 Chautauqua Ave,73072
Taco Bell,1201 E Lindsey St,73071
Taco Bell,369 Avalon Park South Blvd,32828
Burger King,301 Towne Center Blvd,32771
Chipotle Mexican Grill,4315 W Lake Mary Blvd,32746
Wendy's,470 Towne Center Cir,32771
Jack in the Box,615 12th Ave NE,73071
Chick-fil-A,2437 W Main St,73069
Quiznos,2722 Castro Valley Blvd,94546
Subway,104 Main St,68037
Fazoli's,3134 Dial Dr,51501
Subway,8124 S 84th St,68128
McDonalds,2430 93rd Ave SW,98512
Jimmy John's,155 S State Road 7,33414
7-Eleven,3100 SW Martin Hwy,34990
Jack in the Box,9490 W Lake Mead Blvd,89134
McDonald's,1011 N Rolling Rd,21228
Festival Eatery,3100 Lord Baltimore Dr,21244
Taco Bell,70 Kent Town Market,21619
Patrick's on Third,125 S 3rd St,56082
Mason's Famous Lobster Rolls,188 Main St,21401
SONIC Drive In,1210 N Solano Dr,88001
Whataburger,190 E University Ave,88005
McDonald's,11260 Montana Ave,79936
Waffle House,4601 Old Gentilly Rd,70126
Subway,2000 Saint Charles Ave,70130
Burger King,7955 W Flagler St,33144
Burger House,12430 Highway 3,77598
Pollo Campero,2740 Mission St,94110
Subway,1115 W Spring St,60177
Wendy's,1283 Rickert Dr,60540
Subway,20105 Sherman Way,91306
Wendy's,7243 N Harlem Ave,60714
Subway,3326 Pump Rd,23233
Subway,3542 Electric Rd,24018
Wendy's,1896 Douglas Rd,60538
Wendy's,3811 41st Avenue Dr,61265
Wendy's,1210 N Keller Dr,62401
Wendy's,634 W Lincoln Hwy,60411
Wendy's,17100 Torrence Ave,60438
Wendy's,1420 75th St,60516
Wendy's,3610 N Western Ave,60618
Wendy's,740 Northwest Hwy,60013
Wendy's,6 S Clark St,60603
Wendy's,242 W Garfield Blvd,60609
Wendy's,2053 W Lawrence Ave,60625
All About Burger,3325 Wilson Blvd,22201
Bojangles' Famous Chicken 'n Biscuits,1792 Hwy 14 East,29356
Bojangles' Famous Chicken 'n Biscuits,2780 Hwy 501,29511
Bojangles' Famous Chicken 'n Biscuits,4092 Atlanta Hwy,30052
SUBWAY®,104 E Brandon Blvd,33511
Domino's Pizza,554 5th Ave,11215
Nathan's Famous,650 86th St,11228
SONIC Drive In,8405 N Houston Rosslyn Rd,77088
The Swinging Door,3818 FM 359 Rd,77406
Burger King,5811 S Gessner Rd,77036
Jimmy John's,12925 FM 1960 Rd W,77065
Wendy's,6101 Hillcroft St,77081
Burger King,25560 Kingsland Blvd,77494
D'Angelo Grilled Sandwiches,49 River St,02453
McDonald's,814 N Hwy 7,64014
Taco Bell,934 SW State Route 7,64014
Taco Bell,1720 Middlesex St,01851
SUBWAY,1325 Capital Ave NE,49017
Checkers,554 E 8th St,49423
McDonalds,5235 Wadsworth Byp,80002
McDonalds,595 US Highway 287,80020
Jack in the Box,9703 Washington St,80229
Burger King,1725 US Highway 1 S,32084
Jack in the Box,27 Wolfensberger Rd,80109
Arctic Circle,1360 S State St,84097
Taco Bell,3197 W 5400 S,84129
Taco Bell,3475 W 3500 S,84119
Wendy's,3490 S 8000 W,84044
Carl's Jr.,12362 S Minuteman Dr,84020
Taco Bell,2325 US Highway 92 W,33823
Sonic Drive-In,415 Magnolia Ave,33823
McDonald's,498 Havendale Blvd,33823
KFC,20 Hempstead Ave,11550
Jimmy John's,14173 Manchester Rd,63011
Wendy's,11961 Paul Mayer Ave,63044
Long John Silvers / A&W,12294 Saint Charles Rock Rd,63044
Jimmy John's,6102 Luther Ln,75225
White Castle,851 High St,45011
Fazoli's,7511 E Washington St,46219
Rally's,1796 S Erie Hwy,45011
McDonald's,3165 N Highway 67,63033
KFC,695 Atlanta Rd,30040
KFC,1706 W Market St,61701
KFC,14400 San Pablo Ave,94806
McDonald's,9960 Valley Blvd,91731
Burger King,3788 S Orlando Dr,32773
McDonald's,11700 Morning Gate Ln,21774
McDonald's,1666 US Highway 395 N,89423
In-N-Out Burger,28009 Greenspot Rd,92346
Chick-fil-A,7285 Battle Hill Dr,23111
Wendy's,680 Southpark Blvd,23834
Little Caesars Pizza,9776 Holman Rd NW,98117
Wendy's,3200 N Main St,29621
Hardee's,100 Fritz Dr,29621
Wendy's,2128 N Highway 81,29621
Arby's,4544 Hwy 81 N,29621
KFC,1797 Asheville Hwy,29303
SONIC Drive In,3121 Boiling Springs Rd,29316
Wendy's,4006 Highway 9,29316
Subway,6322 Kenwood Ave,21237
McDonald's,7708 Landover Rd,20785
Checkers,1939 E Osceola Pkwy,34743
Taco Bell,9598 Livingston Rd,20744
Wendy's,15389 W Cactus Rd,85379
McDonald's,16547 W Bell Rd,85374
Raising Cane's Chicken Fingers,9935 W McDowell Rd,85392
Domino's Pizza,13706 N 51st Ave,85304
Baskin-Robbins,15530 W Roosevelt St,85338
McDonald's,2900 Wakefield Pines Dr,27614
McDonald's,2565 N Hollywood Way,91505
McDonalds,2980 44th St SW,49418
Wetzel's Pretzels,3700 Rivertown Pkwy SW,49418
Wendy's,1300 S West Ave,49203
McDonalds,825 Russ Ave,28786
Wendy's,1500 Four Seasons Blvd,28792
Clambake Seafood Restaurant,350 Pine Point Rd,04074
Jimmy John's,2745 Hartigan Rd,60020
Panda Express,1822 Crenshaw Cir,60061
McDonald's,511 W Liberty St,60084
Wendy's,22 Bethel Rd,08244
Five Guys,2900 Golf Rd,53018
McDonald's,211 Hwy 83,53018
Burger King,5940 University Blvd,15108
McDonald's,2805 Gracy Center Way,15108
KFC,109 Cavasina Dr,15317
McDonald's,200 Walmart Dr,15044
BeanThru,4221 Ohio River Blvd,15202
Wendy's,31 Towne Center Dr,15656
Taco Bell/KFC,14 Hilltop Plz,16201
Checkers,5391 Riverdale Rd,30349
KFC,262 Boston Post Rd,10573
KFC,1556 Myrtle Ave,11237
Taco Bell,245 Meadow Dr,14120
Taco Bell,2409 E Lake Mead Blvd,89030
Panera Bread,3709 South Providence Road,65203
Boston Market,799 N Federal Hwy,33432
Cafe Zona Rosa,101 5th St N,56484
Taco Del Mar,801 SW 119th St,73170
Taco Del Mar,332 Goodman Rd E,38671
Taco Del Mar,1310 25th St S,58103
Culver's,525 Gilchrist St,50010
Domino's Pizza,122 Hayward Ave,50014
Wendy's,1521 S Arlington St,44306
Jack in the Box,911 El Camino Real,95050
Chipotle Mexican Grill,601 King St,22314
Jimmy John's,4515 John F Kennedy Pkwy,80525
Taco Cabana,8330 Montgomery Blvd Ne,87111
Taco Bell,3031 Cleveland Ave NW,44709
Papa Gyros,2045 Cleveland Ave NW,44709
Jimmy John's,1414 12th Ave N,58102
Five Guys,13350 Dallas Parkway,75240
Carl's Jr.,3100 N Mesa St,79902
Carl's Jr.,151 E 5300 S,84107
Carl's Jr.,7120 Airport Rd,79906
Carl's Jr.,8800 S Polk St,75232
Carl's Jr.,12000 SE 82nd Ave,97086
Carl's Jr.,8205 SE Rhine St,97266
Carl's Jr.,1700 NW 6th St,97526
Subway,226 Grant Rd,98802
Subway,1399 Southeast Blvd,98823
Subway,8207 NE Vancouver Mall Dr,98662
Subway,8700 NE Vancouver Mall Dr,98662
Domino's Pizza,2602 Columbia Pike,22204
Domino's Pizza,5159 Waterway Dr,22025
Domino's Pizza,350 Fortune Ter,20854
Subway,2928 S Grand Blvd,99203
Subway,7235 Burden Blvd,99301
Subway,1710 N Hamilton St,99207
Subway,1607 W Lincoln Ave,98902
Subway,920 Us Highway 2,98826
Taco Bell,21 Madison Square Dr,42431
Pizza Hut,10260 W Charleston Blvd,89135
Taco Bell,1702 N Cockrell Hill Rd,75212
Taco Bell,1709 N Main St,46173
Taco Bell,171 State Rt 17,07604
Taco Bell,1726 University Ave,38655
Taco Bell,1354 W 190th St,90501
Taco Bell,1360 Fordham Dr,23464
Taco Bell,2000 N Roan St,37601
Taco Bell,2005 W 136th Ave,80023
Taco Bell,201 S Service Rd,72315
Taco Bell,2011 Camino Del Este,92108
Taco Bell,3022 N Ashley St,31602
Taco Bell,3045 Covington Pike,38128
McDonald's,67 W State St,16146
McDonald's,430 Elizabeth Ave,19605
Taco Bell,8131 Timberlake Rd,24502
Taco Bell,49 E Midland Trl,24450
Taco Bell,2802 Candlers Mountain Rd,24502
Taco Bell,2391 George Washington Memorial Hwy,23072
Taco Bell,3551 Plank Rd,22407
McDonald's,8303 Broadway St,77581
Taco Bell,2700 Stirling Rd,33020
Taco Bell,945 Beal Pkwy NW,32547
Taco Bell,3500 W Broward Blvd,33312
McDonald's,200 W Main St,16127
McDonald's,517 Steinwehr Ave,17325
McDonald's,475 S Oxford Valley Rd,19030
McDonald's,7855 Perry Hwy,16509
Subway,235 Ridgedale Ave,07927
Subway,300 W Main St,49247
Sonic,3221 W Parkwood Ave,77546
Sonic,1851 Military Pkwy,75149
Sonic,3025 N Galloway Ave,75150
Taco Bell,3502 W Van Buren St,85009
Checker's Pizza,2810 Hillsborough St,27607
Sonic,1000 Woodstock Dr,47129
Chinatown Inn,520 3rd Ave,15219
Culver's,5019 W Holiday Dr,61615
Culver's,411 S Lincolnway,60542
Culver's,4011 38th Ave,61265
Culver's,645 N Rand Rd,60047
Culver's,803 E Park Ave,60048
Culver's,17010 Torrence Ave,60438
Culver's,901 W Camp St,61611
Culver's,1239 N IL83,60030
Culver's,8000 Miller Rd,60110
Culver's,541 Plainfield Rd,60561
Culver's,2302 S Neil St,61820
Famous Dave's,1229 Simi Town Center Way,93065
Taco Bell,1451 Benvenue Road,27804
Taco Bell,1453 University Ave S,99709
Panda Express,1380 Ernest W Barrett Pkwy NW,30152
Kum & Go,2149 S Campbell Ave,65802
