restaurant_id,street_no,street_name,zip_code
17,3S010,Route 53,60137
17,5725,York Blvd,90042
17,2599,Long Beach Blvd,90806
17,1705,Pacific Coast Hwy,90810
17,5403,Ross Ave,75206
17,857,N Dobson Rd,85201
17,3494,Kildaire Farm Rd,27518
17,5765,Broadway,10463
17,19775,Colima Rd,91748
17,1817,N Highway 81,73533
17,2009,S Main St,73644
17,2623,E Valley Blvd,91792
17,180,Montgomery Pike,17702
17,1020,S Acadia Rd,70301
17,1709,Martin Luther King Jr Blvd,70360
17,973,Highway 90 E,70380
17,3009,Highway 190 W,70401
17,203,Morris Ave,55037
17,1104,International Blvd,78520
17,4690,Southmost Rd,78521
17,906,Texas Highway 37,75457
17,350,E Walnut St,77435
17,602,N 77 Sunshine Strip,78550
17,300,S Broadway,80209
17,3623,W Anthem Way,85086
17,13933,N Litchfield Rd,85379
17,2100,Central Park Blvd,76022
17,1739,E Divisadero St,93701
17,4007,Barring Trce,61615
17,3210,W Lincoln Ave,92801
17,143,E Foothill Blvd,91006
17,14449,W Center Rd,68144
17,7300,Bancroft Avenue,94605
17,208,Stanford Shopping Ctr,94304
17,777,Story Rd,95122
17,8175,S John Young Pkwy,32819
17,2503,N John Young Pkwy,32804
17,5175,Conway Rd,32812
17,2849,Clayton Crossing Way,32765
17,482,Howe Ave,44221
17,14454,Foothill Blvd,92335
17,9141,Central Ave,91763
17,721,E State St,44601
17,71,Mccoy Xing,43821
17,7015,Detroit Ave,44102
17,28670,Northwestern Hwy,48034
17,205,Back River Neck Rd,21221
17,801,Meadowbrook Rd,53188
17,3421,Biddle Ave,48192
17,1676,Taylor Rd,32128
17,5852,Dennis McCarthy Dr,93243
17,1232,Kauffman Ave,45324
17,407,N Lamar St,75202
17,8390,N Stemmons Fwy,75247
17,7007,W Wheatland Rd,75249
17,542,Tecumseh St,48131
17,401,W Channel Islands Blvd,93041
17,1741,Pacific Ave,93033
18,1433,SW 107th Ave,33174
18,7268,W Atlantic Blvd,33063
18,10940,Lee Highway,22030
18,3124,Kathleen Ave,27408
18,1030,Main St,02451
18,13020,Livingston Rd,34105
18,16398,B Consumer Way,22485
18,690,3rd Avenue,10017
18,2,Metrotech Center,11201
18,4234,Electric Road,24018
18,4220,Route 9 S,07731
18,2900,Golf Rd,53018
18,13350,Dallas Parkway,75240
18,158,Everett Ave,02150
18,121,S Minnesota Ave,57104
18,13286,Biscayne Blvd,33181
18,61,Crystal Ave,03038
18,136,Lantana Dr,19707
18,1146,S Wabash Ave,60605
18,1310,W Osceola Parkway,34741
18,602,New Loudon Rd,12110
18,7005,Sw Nyberg Rd,97062
19,1291,Boston Rd,01119
20,4402,Little Rd,76016
20,706,Fletcher Pkwy,92020
20,2180,Contra Costa Blvd,94523
20,2834,Main St,06033
20,1542,Pleasant Valley Rd,06042
20,26543,Bouquet Canyon Rd,91350
20,14480,Sherman Way,91405
20,2712,N Scottsdale Rd,85257
20,9380,Baltimore National Pike,21042
20,1350,W Patrick St,21703
20,1644,Hendersonville Rd,28803
20,7616,Westheimer Rd,77063
20,4672,Beechnut St,77096
20,9460,Jones Rd,77065
20,877,E Pittsburgh St,15601
20,1345,E Putnam Ave,06870
20,2184,Warrensville Center Rd,44118
20,3100,Xavier Dr,10704
20,2329,N Monroe St,32303
20,701,W 15th St,75075
20,332,State Route 10,07936
20,4621,S Kirkman Rd,32811
20,385,S Cedar Crest Blvd,18103
20,247,State Route 10 E,07876
20,491,Ridge Rd,07031
20,6145,188th St,11365
20,152,Whalon St,01420
20,1500,South Federal Hwy,33316
20,2309,N Federal Hwy,33305
20,80,Intracoastal Pointe Dr,33477
20,4335,W Lake Mary Blvd,32746
20,189,Boston Post Rd W,01752
20,799,N Federal Hwy,33432
20,400,Route 211 E,10940
20,706,Fletcher Parkway,92020
20,966,N Route 59,60504
20,5825,W Peoria Ave,85302
21,15,Highland Ave,02703
21,49,River St,02453
21,689,Main St,02540
22,2819,Easton Rd,19090
23,962,Garnet Ave,92109
23,82,Broadway,91910
23,13000,Oak Knoll Dr,92064
24,3035,Castro Valley Blvd,94546
24,2689,Pinole Valley Rd,94564
24,2505,A St,94509
24,2548,S Azusa Ave,91792
24,235,E Orangethorpe Ave,92832
24,2293,Arden Way,95825
24,2296,Griffin Way,92879
24,22730,Victory Blvd,91367
24,2242,S Euclid Ave,91762
24,22220,Wilmington Ave,90745
24,2125,Windsor Ave,91001
24,2111,Taft Hwy,93313
24,2101,Palos Verdes Dr N,90717
24,205,Trask St,93314
24,20423,Avalon Blvd,90746
24,201,S Spruce Ave,94080
24,19586,Van Buren Blvd,92508
24,19090,Brookhurst St,92646
24,1923,Douglas Blvd,95661
24,18271,Gale Ave,91748
24,1814,2nd St,94901
24,8840,Foothill Blvd,91730
24,8605,W Pico Blvd,90035
24,8405,Foothill Blvd,91040
24,835,W Carson St,90502
24,830,N Vermont Ave,90029
24,813,W El Camino Real,94087
24,802,Santa Monica Blvd,90401
24,7905,Imperial Hwy,90242
24,7895,Monterey St,95020
24,7807,Sunrise Blvd,95610
24,7795,Stockton Blvd,95823
24,7503,E Slauson Ave,90040
24,72358,Baker Blvd,92309
24,7217,Mission St,94014
24,7201,S Western Ave,90047
24,7120,S Broadway,90003
24,699,Danenberg Dr,92243
24,6865,La Palma Ave,90620
24,697,Curtner Ave,95125
24,3111,E Chapman Ave,92869
24,3002,Ming Ave,93304
24,2867,Highland Ave,93662
24,2793,W Ball Rd,92804
24,2775,S Reservoir St,91766
24,2701,E Cesar E Chavez Ave,90033
24,221,Central Ave N,98032
24,8520,Evergreen Way,98208
24,1515,132nd St SE,98208
24,1810,S 272nd St,98198
24,330,Cartwright St,37072
24,5656,Old Hickory Blvd,37076
24,650,Gallatin Pike S,37115
24,201,S Highway 78,75098
24,2002,Clear Lake Rd,76086
24,4210,Crenshaw Blvd,90008
24,40771,Village Dr,92315
24,3980,E Ocean Blvd,90803
24,3981,Tyler St,92503
24,39878,Los Alamos Rd,92562
24,3886,Chicago Ave,92507
24,36848,Fremont Blvd,94536
24,3504,Firestone Blvd,90280
24,3450,La Sierra Ave,92503
24,3399,E Pacific Coast Hwy,90755
24,3188,Baldwin Park Blvd,91706
24,9825,Burnet Rd,78758
24,110,E William Cannon Dr,78745
24,6419,Airport Blvd,78752
24,1807,E Park Row Dr,76010
24,521,N Watson Rd,76011
24,753,W Lamar Blvd,76012
24,615,S Gordon St,77511
24,150,Dorset Dr,95620
24,1465,S Mission Rd,92028
24,14485,Foothill Blvd,92335
24,1450,W Campbell Ave,95008
24,1401,N Mcdowell Blvd,94954
24,13510,S Western Ave,90249
24,1335,S Soto St,90023
24,130,Cochran St,93065
24,12603,Norwalk Blvd,90650
24,1243,N Highland Ave,90038
24,12403,Washington Pl,90066
24,1231,W Whittier Blvd,90631
24,12150,Carson St,90716
24,1205,Broadway St,94063
24,1200,Oak St,93304
24,31,Junction Dr,62034
24,500,S Illinois St,62220
24,9502,Collinsville Rd,62234
24,1903,G St,83501
24,1920,Caldwell Blvd,83651
24,703,N 10th Ave,83605
24,3220,N Cole Rd,83704
24,11,S Kamehameha Hwy,96786
24,700,Lower Main St,96793
24,411537,Kalanianaole Hwy,96795
24,112,Oneawa St,96734
24,1301,S Kihei Rd,96753
24,2183,N King St,96819
24,1970,S King St,96826
24,1180,S King St,96814
24,2317,N School St,96819
24,2325,W 32nd St,85364
24,3023,S 4th Ave,85364
24,3121,N Campbell Ave,85719
24,7031,E Tanque Verde Rd,85715
24,8665,E Broadway Blvd,85710
24,4450,N 1st Ave,85719
24,721,S Mill Ave,85281
24,19110,SE Stark St,97233
24,2920,SW Cedar Hills Blvd,97005
24,1825,Pacific Blvd SE,97321
24,1343,S Pleasantburg Dr,29605
24,1490,Poinsett Hwy,29609
24,6601,Calhoun Memorial Hwy,29640
24,4113,Clemson Blvd,29621
24,1865,Blankenship Rd,97068
24,2435,NW Stewart Pkwy,97470
24,10500,SE 82nd Ave,97086
24,4242,SE 82nd Ave,97266
24,14811,SE Mcloughlin Blvd,97267
24,309,E Barnett Rd,97501
24,1921,W Broadway Rd,85041
24,9050,W Thomas Rd,85037
24,6096,Mid Rivers Mall Dr,63304
24,4500,Lemay Ferry Rd,63129
24,1197,Scenic Dr,63048
24,1112,Oak Hill Ave,65453
24,1289,Jeffco Blvd,63010
24,1703,N Airline Hwy,70737
24,2123,W Highway 30,70737
24,8008,Scenic Hwy,70807
24,9316,Burbank Dr,70820
24,1,Corvette Dr,62056
24,603,W Henderson St,76033
24,11353,Firestone Blvd,90650
24,892,N Garfield Ave,90640
24,620,E Buckeye Rd,85004
24,1585,E Warner Rd,85296
24,14521,Bellaire Blvd,77083
24,4703,Greenville Ave,75206
24,3680,Blue Diamond Rd,89139
24,2474,Vista Way,92054
24,107,E Camp Wisdom Rd,75116
24,505,S Milton Rd,86001
24,1125,W Arrow Hwy,91773
24,345,N L B J Dr,78666
24,1331,Sw Loop 410,78227
24,742,SW Military Dr,78221
24,5311,Us Highway 87 E,78222
24,4606,Rittiman Rd,78218
24,3317,1st St,77471
24,507,W Belt Line Rd,75080
24,3426,S Main St,77581
24,903,Pasadena Blvd,77506
24,2207,W Oak St,75801
24,6501,Boulevard 26,76180
24,605,NE Service Rd,63383
24,17600,Bellflower Blvd,90706
24,17346,W Sunset Blvd,90272
24,17378,Main St,92345
24,1730,E Edinger Ave,92705
24,1724,Pacific Coast Hwy,90717
24,1710,Monument Blvd,94520
24,1700,Freedom Blvd,95019
24,16945,San Fernando Mission Blvd,91344
24,16311,Beach Blvd,92647
24,1595,E Florida Ave,92544
24,15771,Los Gatos Blvd,95032
24,1558,W San Carlos St,95126
24,5801,Bellaire Blvd,77081
24,7101,Will Clayton Pkwy,77338
24,8601,W Bellfort St,77031
24,11910,Westheimer Rd,77077
24,9424,Homestead Rd,77016
24,5757,Hollister St,77040
24,14555,Falling Creek Dr,77014
24,5715,Bellfort St,77033
24,4232,Highway 6 N,77084
24,2218,Little York Rd,77093
24,13706,State Highway 249,77086
24,5316,Antoine Dr,77091
24,10450,Huffmeister Rd,77065
24,9310,Clay Rd,77080
24,739,N Sam Houston Pkwy E,77060
24,12102,Veterans Memorial Dr,77067
24,14643,Woodforest Blvd,77015
24,5656,N Eldridge Pkwy,77041
24,12446,Fm 1960 Rd W,77065
24,3110,W Dallas St,77019
24,14775,North Fwy,77090
24,11833,Barker Cypress Rd,77433
24,8303,Long Point Rd,77055
24,6006,Hillcroft St,77081
24,13050,Interurban Ave S,98168
24,4702,Center St,98409
24,1505,N Pines Rd,99206
24,2947,Olympic Hwy N,98584
24,4220,E Sprague Ave,99202
24,4749,University Way NE,98105
24,1280,W Washington St,98382
24,310,NE Stadium Way,99163
24,304,E College Way,98273
24,9603,State Ave,98270
24,8504,Hipkins Rd SW,98498
24,9815,Gravelly Lake Dr SW,98499
24,2308,Northpark Dr,77339
24,500,Sidney Baker St,78028
24,515,W Airport Fwy,75062
24,2141,W Deer Valley Rd,85027
24,1802,W Bell Rd,85023
24,132,W Mcdowell Rd,85003
24,12223,N 32nd St,85032
24,3512,W Thunderbird Rd,85053
24,9920,W Indian School Rd,85037
24,2008,E Hubbard St,76067
24,1159,S Hacienda Blvd,91745
24,11400,S Figueroa St,90061
24,10967,Santa Monica Blvd,90025
24,1099,W Artesia Blvd,90248
24,1075,W Tennyson Rd,94544
24,1075,Willow St,95125
24,1002,N 1st St,98901
24,46651,Mission Blvd,94539
24,465,S Fairfax Ave,90036
24,4407,S Central Ave,90011
24,435,Canyon Del Rey Blvd,93940
24,4289,Campus Dr,92612
24,4295,Valley Ave,94566
24,425,Blossom Hill Rd,95123
24,440,E Southern Ave,85204
24,9021,N 59th Ave,85302
24,5104,W Thunderbird Rd,85306
24,2090,N Arizona Ave,85225
24,955,E Riggs Rd,85249
24,39526,N Gavilan Peak Pkwy,85086
24,2970,E Desert Inn Rd,89121
24,14236,Schleisman Rd,92880
24,4737,W Imperial Hwy,90304
24,19715,Holzwarth Rd,77388
24,100,W Fm 1417,75092
24,1001,South Fwy,76104
24,315,S Brea Blvd,92821
24,2130,N Post Rd,46219
24,5613,W 38th St,46254
24,43628,10th St W,93534
24,1636,Euclid Ave,92105
24,615,12th Ave NE,73071
24,9490,W Lake Mead Blvd,89134
24,9703,Washington St,80229
24,27,Wolfensberger Rd,80109
24,911,El Camino Real,95050
24,15320,S Interstate 35,78610
24,219,N Grand Ave,76240
24,2801,Hillcroft St,77057
24,7045,Airline Dr,77076
24,4015,Bobtown Rd,75043
24,516,N Wood St,75644
24,1382,Belt Line Rd,75040
24,200,W Loop 820 S,76108
24,3308,SE Loop 820,76140
24,1408,3rd Ave,91911
24,2886,El Cajon Blvd,92104
24,9515,Central Ave,91763
24,1010,N Harbor Blvd,92832
24,9965,Lower Azusa Rd,91780
24,999,S Brookhurst St,92804
24,986,Woodside Rd,94061
24,960,N Ventura Rd,93030
24,939,E Carson St,90745
24,6601,Alondra Blvd,90723
24,6720,N Blackstone Ave,93710
24,6351,Sepulveda Blvd,91411
24,309,E William St,89701
24,1641,Highway 71 E,78602
24,3601,N Main St,77521
24,1199,N Mount Vernon Ave,92324
24,2905,Alta View Dr,92139
24,7425,Mission Gorge Rd,92120
24,10809,Tierrasanta Blvd,92124
24,540,S MacArthur Blvd,73128
24,9530,E 22nd St,85748
24,2720,W Northwest Hwy,75220
24,4970,Spring Mountain Rd,89146
24,6451,Boulder Hwy,89122
24,7510,W Lake Mead Blvd,89128
24,780,E Flamingo Rd,89119
24,800,N Decatur Blvd,89107
24,4385,Las Vegas Blvd N,89115
24,2301,S Decatur Blvd,89102
24,3250,N Durango Dr,89129
24,3355,Harwood Rd,76021
24,110,Trosper Rd SW,98501
24,5350,Montana Ave,79903
24,1721,S Mechanic St,77437
24,328,W University Dr,76201
24,100,Braddie Dr,78840
24,2611,S Hampton Rd,75224
24,7410,Bonnie View Rd,75241
24,5025,S Lancaster Rd,75216
24,4402,Maple Ave,75219
24,5931,Forest Ln,75230
24,1301,N Hampton Rd,75208
24,13555,Preston Rd,75240
24,8227,Park Ln,75231
24,300,SW Wilshire Blvd,76028
24,2906,S Texas Ave,77802
24,321,Fm 359 Rd S,77423
24,8706,E Highway 290,78724
24,7901,Burnet Rd,78757
24,12309,Dessau Rd,78754
24,18220,Dallas Pkwy,75287
24,814,N Ventura Rd,93041
25,4302,Moorpark Ave,95129
25,44204,10th St W,93534
25,32525,Golden Lantern St Ste B,92629
25,901,Marina Village Pkwy,94501
25,2860,S Bristol St,92704
25,7141,S Eastern Ave,89119
25,17200,Saticoy St,91406
25,1170,N Capitol Ave,95132
25,1901,Junipero Serra Blvd,94014
25,4098,East Ave,94550
25,15255,E 14th St,94578
25,570,N Shoreline Blvd,94043
25,3331,Solano Ave,94558
26,1751,S Alameda St,90220
26,274,W Lake Mead Pkwy,89015
26,2032,N Mannheim Rd,60160
26,2253,E Baseline Rd,85234
26,21610,Valley Blvd,91789
26,21212,Bake Pkwy,92630
26,2221,E Palmdale Blvd,93550
26,2225,Plaza Pkwy,95350
26,17307,Crenshaw Blvd,90504
26,2017,Camino Del Este,92108
26,1702,E 17th St,92705
26,1427,W Glenoaks Blvd,91201
26,1212,Bellflower Blvd,90815
26,1701,Story Rd,95122
26,1401,S Federal Blvd,80219
26,1380,N Avalon Blvd,90744
26,13139,San Pablo Ave,94805
26,81901,Highway 111,92201
26,16707,Pioneer Blvd,90701
26,1411,Lincoln Blvd,90291
26,6986,Chestnut St,95021
27,1170,W Branch St,93420
27,324,S Azusa Ave,91702
27,13850,Francisquito Ave,91706
27,2821,Lenwood Rd,92311
27,130,Grass Valley Hwy,95603
27,1650,S Stapley Dr,85204
27,8830,Tampa Ave,91324
27,9858,Balboa Blvd,91325
27,2625,W Kettleman Ln,95242
27,4888,Dean Martin Dr,89103
27,4705,S Maryland Pkwy,89119
27,1960,Rock Springs Dr,89128
27,2030,E Lambert Rd,90631
27,15259,Amar Rd,91744
27,331,Railroad Canyon Rd,92532
27,6000,Pacific Blvd,90255
27,4865,Calle Real,93111
27,2449,S Market St,85295
27,119,S Brand Blvd,91204
27,1180,S Harbor Blvd,92832
27,1541,N Magnolia Ave,92020
27,9855,Sierra Ave,92335
27,3927,Grand Ave,91710
27,11880,Carmel Mountain Rd,92128
27,2114,E Foothill Blvd,91107
27,2895,Park Ave,92782
27,601,W Main St,84003
27,10601,Lower Azusa Rd,91780
27,2010,Hacienda Dr,92081
27,6292,Westminster Blvd,92683
27,32060,Union Landing Blvd,94587
27,575,W Clover Rd,95376
27,3102,Sports Arena Blvd,92110
27,5145,Redwood Dr,94928
27,10309,Fairway Dr,95678
27,9070,Whittier Blvd,90660
27,39697,Avenida Acacias,92563
27,10900,Alondra Blvd,90703
27,28009,Greenspot Rd,92346
27,28900,Henry Miller Rd,95322
27,2910,E Germann Rd,85286
27,920,E Playa del Norte Dr,85281
27,1260,W Valley Pkwy,92029
27,873,N Promenade Pkwy,85194
27,12909,Midway Rd,75244
27,550,Newhall Dr,95110
27,2006,E Central Texas Expy,76541
27,15575,Hesperian Blvd,94579
28,73196,Highway 111,92260
29,2871,Lenwood Rd,92311
29,12690,Ramona Blvd,91706
29,14485,Inglewood Ave,90250
29,18070,Chatsworth St,91344
29,570,E Bromley Ln,80601
29,24023,E Prospect Ave,80016
29,4720,Montgomery Blvd NE,87109
29,6821,Balboa Blvd,91406
29,1371,E Foothill Blvd,91786
29,28082,The Old Rd,91355
29,1415,Hillman St,93274
29,2900,Westminster Ave,90740
29,9822,N Magnolia Ave,92071
29,2320,E 4th St,92705
29,5915,W Sahara Ave,89102
29,5526,Boulder Hwy,89122
29,5955,W Tropicana Ave,89103
29,1802,E Charleston Blvd,89104
29,5672,S 900 E,84121
29,351,W 20th St,85364
29,13367,W Grand Ave,85374
29,1901,W Northern Ave,85021
29,4926,E Chandler Blvd,85048
29,1255,W Main St,85201
29,2645,N Power Rd,85215
29,13887,N 59th Ave,85306
29,2065,E Baseline Rd,85234
29,1035,S Arizona Ave,85286
29,1483,N Dysart Rd,85323
29,5240,S Wadsworth Blvd,80123
29,15055,Imperial Hwy,90638
29,4820,Barranca Pkwy,92604
29,20921,Magnolia St,92646
29,17501,Beach Blvd,92647
29,17292,Main St,92345
29,16216,Crenshaw Blvd,90249
29,2408,E Chapman Ave,92831
29,9436,Warner Ave,92708
29,1270,W Valley Pkwy,92029
29,520,N Diamond Bar Blvd,91765
29,5981,Orange Ave,90630
29,280,Bristol St,92626
29,1155,Baker St,92626
29,2260,Frontage Rd,92882
29,2300,N Tustin Ave,92705
29,10140,N McCarran Blvd,89503
29,13201,Middlebelt Rd,48150
29,43,Union Blvd,80228
29,3624,California Ave,93309
29,12207,Apple Valley Rd,92308
29,2801,E Lincoln Ave,92806
29,4376,W Sunset Blvd,90029
29,310,N Mckinley St,92879
29,18200,Gale Ave,91748
29,7121,Carlson Cir,91303
29,6014,Orangethorpe Ave,90620
29,3714,W Verdugo Ave,91505
29,1801,E Willow St,90755
29,109,Via Pico Plz,92672
29,1401,S San Jacinto Ave,92583
29,9152,Kiefer Blvd,95826
30,1210,N Hacienda Blvd,91744
30,1835,Ne Division St,97030
30,3476,Whittier Blvd,90023
30,4844,S Val Vista Dr Ste 104,85298
30,1332,Saint Nicholas Ave,10033
30,9776,Holman Rd NW,98117
30,11117,Santa Gertrudes Ave,90604
31,3450,Wrightsboro Rd Ste 2340,30909
31,4402,Baldwin Rd,48326
31,9637,SW Washington Square Rd,97223
31,4107,S Yale Ave,74135
31,486,Great Northern Mall,44070
31,6700,Douglas Blvd,30135
31,5600,Harvey St,49444
31,1028,Meadowlands Dr,55127
31,4700,Millhaven Rd,71203
31,64,Oakbrook Ctr,60523
31,14045,Abercorn St,31419
31,3320,Silas Creek Pkwy,27103
31,2509,Flatbush Ave,11234
31,501,N Main St Ste 92,74401
32,810,Oak Ave,62447
32,701,S Van Buren St,62448
32,802,W Mccord St,62801
32,502,N Main St,61849
32,1305,E Main St,62896
33,1602,E Broadway St,42718
33,310,W Grand Xing,57601
33,309,US Highway 101 S,95531
33,900,E Washington Blvd,95531
33,300,Rivercrest Blvd,75002
33,739,Flatbush Ave,11226
33,3225,W Nine Mile Rd,32534
33,308,N Walnut St,47305
33,17019,W Greenway Rd,85388
33,330,Main St,01040
33,715,S Main St,49076
33,2232,Plainfield Ave NE,49505
33,252,Kelly St,46784
33,415,Parkway Plz,92020
33,306,State Highway 35 S,77979
33,61,E Mount Pleasant Ave,07039
33,2639,E Gulf To Lake Hwy,34453
33,8761,US Highway 42,41091
33,3422,Jerome Ave,10467
33,1325,Capital Ave NE,49017
33,1725,S Tamiami Trl,34239
33,5150,Coolidge Hwy,48073
33,8700,Wadsworth Blvd,80003
33,170,S Broadway,12866
33,105,E Flagler St,33131
33,7770,Preserve Ln,34119
33,9388,Lexington Ave N,55014
33,48,Davis St,16701
33,6547,Market Dr,23061
33,8176,S Wadsworth Blvd,80128
33,8001,S Orange Blossom Trl,32809
33,6022,State Route 95,43338
33,90B,River St,02453
33,680,N Main St,44902
33,34800,Bob Wilson Dr,92134
33,650,Bald Hill Rd,02886
33,3541,1st St,34208
33,4145,William Penn Hwy,15146
33,10694,Overseas Hwy,33050
33,9167,Kiefer Blvd Ste C,95826
33,350,Lincoln Blvd,95648
33,1350,S Coast Hwy,92651
33,1187,Highland Ave,02494
33,2832,Stelzer Rd,43219
33,37,N Orange Ave,32801
33,475,College Blvd,92057
33,212,Union Blvd,80228
33,1690,White Bear Ave N,55109
33,8877,N 107th Ave,85345
33,287,Armistice Blvd,02861
33,1711,E Nine Mile Rd,32514
33,2200,Lincoln Ave,91001
33,5729,Littlerock Rd SW,98512
33,1340,E 71st St,74136
33,4925,Boulder Hwy,89121
33,11916,Aviation Blvd,90304
34,1442,Winchester Ave,41101
35,1439,S US Highway 1,34950
35,2750,W 68th St Ste 104,33016
35,52,Tuscan Way Ste 208,32092
35,1498,US Highway 17 N,33873
35,2450,S Vista Ave,83705
35,5800,W Chandler Blvd,85226
35,1912,Harper Rd,25801
35,5320,Yellowstone Rd,82009
35,1133,N Clinton St,43512
35,11,W Dayton Yellow Springs Rd,45324
35,2202,N Richmond Rd,77488
35,210,W Sinton St,78387
35,1247,Theatre Dr,52501
35,453,Valley Brook Rd Ste 200,15317
35,4960,Library Rd,15102
35,1110,N 90th St,98103
35,3921,S 76th St,53220
35,1607,Elkhart Rd,46526
35,22,S State Ave,58601
35,1303,Bridge St,49720
35,1224,M 89,49080
35,3000,Maplewood Dr,70663
35,44836,10th St W,93534
35,620,Lincoln Way Ste 5,50010
35,805,Highway 2 N,74578
35,701,S Broadway St,74426
35,12922,E 86th St N,74055
35,715,Highway 76 S,73438
35,8876,Dallas Acworth Hwy Ste 106,30132
35,34119,Pacific Coast Hwy,92629
35,1336,W Rosecrans Ave,90247
35,9299,Sierra Ave,92335
35,23301,Main St,90745
35,121,E Foothill Blvd,91006
35,161,E Live Oak Ave,91006
35,1991,Airport Way,99701
35,2911,N Stockton Hill Rd,86401
35,3176,E Florence Ave,90255
35,4257,Kalamazoo Ave SE,49508
35,6390,28th St SE,49546
35,2214,Lincoln Ave,51537
35,1545,W County Road 200 N,47265
35,506,Sagamore Pkwy W,47906
35,2013,S Western Ave,46953
35,110,E Winslow Rd,47401
35,2703,S Madison St,47302
35,125,S Franklin Rd,47404
35,8210,Windfall Ln,46113
35,440,N Morton St,46131
35,2597,E Main St,46168
35,1830,Rosemont Ave,21702
35,210,S Seton Ave,21727
35,11002,Nicholas Ln,21811
35,1300,S Watson Rd,85326
35,13525,Telegraph Rd,90605
35,715,N Euclid Ave,91762
35,3109,W Rosecrans Ave,90250
35,3255,Tweedy Blvd,90280
35,11550,Whittier Blvd,90601
35,1515,W Beverly Blvd,90640
35,6312,W 89th St,90045
35,3400,E 1st St,90063
35,4356,Leimert Blvd,90008
35,1014,W Martin Luther King Jr Blvd,90037
35,1411,Lincoln Blvd,90291
35,1163,Huntington Dr,91010
35,501,N 14th St,62966
35,701,N Lake St,60506
35,6159,Us Highway 6,46368
35,324,Lincolnway W,46544
35,419,W Plymouth St,46506
35,1112,S Huntington St,46567
35,1675,N Perris Blvd,92571
35,3601,Jamboree Rd,92660
35,25098,Marguerite Pkwy,92692
35,261,E 17th St,92627
35,17342,Beach Blvd,92647
35,521,W Chapman Ave,92802
35,396,W Chapman Ave,92866
35,6471,Ball Rd,90630
35,330,Fisher Rd,71449
35,908,W Court St,71483
35,1900,N Parkerson Ave,70526
35,3026,Goodman Rd E,38672
35,1506,University Ave,38655
35,2222,W Main St,38801
35,4318,Grand Haven Rd,49441
35,35503,21st Ave Sw,98023
35,845,E Highway 33,68333
35,320,Brick Blvd,08723
35,1875,N Highway 66,74015
35,1256,S Stratford Rd,27103
35,1009,S Park St,73651
35,2501,Locust St,62301
35,20,Columbia Ave E,49015
35,250,Nc Highway 9,28711
35,25,New Clyde Hwy,28716
35,1500,N Green Valley Pkwy,89074
35,415,W Elk Ave,37643
35,223,E Broadway Blvd,37760
35,2519,Anderson Ave,38012
35,1112,N Charles G Seivers Blvd,37716
35,3021,Eastend Dr,38343
35,555,W Main St,38340
35,3048,E Van Hook St,38358
35,6601,W Indian School Rd,85033
35,8525,W Grand Ave,85345
35,1231,W Iron Springs Rd,86305
35,113,S Highway 101,97146
35,3577,W 11th Ave,97402
35,11683,Cherry Ave,92337
35,400,E Commonwealth Ave,92832
35,1171,E Market St,90805
35,4558,Atlantic Ave,90807
35,4110,N Lakewood Blvd,90808
35,N112w15800,Mequon Rd,53022
35,6807,W Brown Deer Rd,53223
35,1242,W Clairemont Ave,54701
35,1742,N Spring St,53916
35,305,S Main St,54929
35,728,W Fond Du Lac St,54971
35,2800,Belvidere Rd,60085
35,2017,N Poplar St,80461
35,8,Carol Rd,40391
35,2733,W Broadway,40211
35,543,S Limestone,40508
35,3820,7th Street Rd,40216
35,9705,Dixie Hwy,40272
35,3630,Boston Rd,40514
35,3301,J St SW,52404
35,1640,1st St W,50644
35,200,E Taylor St,50801
35,701,N Ankeny Blvd,50023
35,8134,Douglas Ave,50322
35,551,N Maclay Ave,91340
35,1505,Ne 65Th St,98115
35,1901,Pacific Coast Hwy,90717
35,70,Barrington Town Square Dr,44202
35,425,E Main St,26537
35,3660,Austell Rd SW,30008
35,4520,S Cobb Dr SE,30080
35,6385,Roswell Rd NE,30328
35,2001,Midland Trl,40065
35,222,W Aztec Blvd,87410
35,300,E Cedar St,88030
35,Hwy,180,88023
35,3317,N Prince St,88101
35,1201,S Canal St,88220
35,108,E Santa Fe Ave,87020
35,1615,7th St,87701
35,2608,Southern Blvd SE,87124
35,300,E 16th St,85607
35,3680,E Fry Blvd,85635
35,2540,Main St NE,87031
35,410,Washington St SE,87108
35,8700,Central Ave SE,87123
35,600,Mikes Pike St,86047
35,400,S Hermitage Rd,16148
35,112,Perry Hwy,16037
35,481,Lincoln Ave,15202
35,1685,White Bear Ave N,55109
35,6326,Vinewood Ln N,55311
35,5501,Grand Ave,55807
35,360,Highway 65 S,55051
35,3131,S Kinnickinnic Ave,53207
35,1817,S Broadway Ave,75701
35,1810,2nd Ave W,58801
35,350,E Pulaski Hwy,21921
35,580,Chalkstone Ave,02908
35,401,S Oxford Valley Rd,19030
35,2261,Singleton Blvd,75212
35,4062,Little York Rd,77093
35,18539,Kuykendahl Rd,77379
35,3255,Buford Hwy NE,30329
35,460,North Ave NE,30308
35,4127,Columbia Rd,30907
35,425,Sigman Rd NW,30012
35,1506,15th Ave,98632
35,1921,W Court St,99301
35,726,Scioto St,43078
35,901,W 5th St,43040
35,8337,Foothill Blvd,91040
35,19417,Victory Blvd,91335
35,2410,Saviers Rd,93033
35,3437,S Campbell Ave,65807
35,508,1st Ave,61241
35,2625,Chatham Rd,62704
